id,ts,duration,trp0,trp1,trp2,trp3,trp4,trp5,trp6,trp7,grp
777,1566648000,13.875,0,0,0,0,0,0,89.40,0,0
778,1566649800,13.875,8.80,0,35.50,2.83,0,0,193.00,62.00,85.50
779,1566651600,13.875,6.50,0,45.90,5.00,0,0,153.12,0,5.20
780,1566653400,13.875,108.19,0,68.00,62.93,0,0,43.69,0,4.00
781,1566655200,13.875,126.44,0,43.30,0,0,0,27.63,0,87.47
782,1566657000,13.875,101.42,0,55.00,0,0,0,50.37,41.00,52.00
783,1566658800,13.875,104.00,0,0,0,0,0,0,0,0
784,1566660600,13.875,188.36,0,0,0,0,0,0,0,0
785,1566662400,13.875,84.00,0,0,0,0,0,0,0,0
786,1566664200,13.875,40.31,45.92,0,33.23,0,0,0,50.00,0
787,1566666000,13.875,57.00,29.70,0,117.00,0,0,0,0,0
788,1566667800,13.875,13.20,12.01,0,91.22,0,0,0,0,0
789,1566669600,13.875,0,57.00,0,0,0,0,0,0,0
790,1566671400,13.875,0,145.97,66.50,0,0,0,0,44.00,97.00
791,1566673200,13.875,0,88.39,109.12,0,0,0,0,0,158.48
792,1566675000,13.875,0,59.32,117.00,0,0,0,0,0,139.00
793,1566676800,13.875,0,0,71.01,0,0,0,0,0,167.14
794,1566678600,13.875,0,0,18.00,45.25,12.83,0,47.59,44.00,59.50
795,1566680400,13.875,0,0,0,22.00,30.28,0,89.34,0,0
796,1566682200,13.875,0,0,0,134.35,38.59,0,63.10,0,0
797,1566684000,13.875,0,0,0,0,44.08,0,41.85,0,0
798,1566685800,13.875,0,0,0,0,39.60,0,147.00,130.00,0
799,1566687600,13.875,0,0,0,0,80.09,0,89.40,0,0
800,1566689400,13.875,0,0,0,0,129.20,0,13.75,0,0
801,1566705600,13.875,119.51,0,0,0,47.55,71.88,62.89,0,0
802,1566707400,13.875,109.60,0,0,1.41,74.08,27.72,57.48,147.00,0
803,1566709200,13.875,20.50,0,0,119.00,105.00,169.04,0,0,0
804,1566711000,13.875,8.28,0,0,46.67,51.36,195.31,0,0,0
805,1566712800,13.875,0,0,0,0,39.94,160.00,0,0,0
806,1566714600,13.875,0,0,16.50,0,123.85,130.87,0,86.00,56.00
807,1566716400,13.875,0,0,42.44,0,51.78,55.06,0,0,47.63
808,1566718200,13.875,0,0,139.00,0,24.75,35.11,0,0,134.00
809,1566720000,13.875,0,0,10.39,0,61.13,147.22,0,0,43.30
810,1566721800,13.875,0,67.73,36.00,62.93,35.41,64.26,0,198.00,79.50
811,1566723600,13.875,0,82.73,0,3.00,56.55,72.12,0,0,0
812,1566725400,13.875,0,97.93,0,26.87,6.10,97.40,0,0,0
813,1566727200,13.875,0,163.00,0,0,0,76.00,0,0,0
814,1566729000,13.875,0,72.06,0,0,0,59.32,36.77,68.00,0
815,1566730800,13.875,0,108.19,0,0,0,30.54,50.55,0,0
816,1566732600,13.875,0,32.91,0,0,0,25.71,67.96,0,0
817,1566734400,13.875,0,0,0,0,0,0,18.07,0,0
818,1566736200,13.875,34.68,0,92.00,99.70,0,0,60.00,122.00,6.00
819,1566738000,13.875,27.00,0,83.14,13.00,0,0,74.18,0,83.14
820,1566739800,13.875,10.61,0,19.00,9.19,0,0,115.69,0,7.00
821,1566741600,13.875,90.07,0,172.34,0,0,0,59.37,0,66.68
822,1566743400,13.875,45.40,0,44.50,0,0,0,31.21,46.00,57.00
823,1566745200,13.875,50.00,0,0,0,0,0,0,0,0
824,1566747000,13.875,167.11,0,0,0,0,0,0,0,0
825,1566748800,13.875,44.17,0,0,0,0,0,0,0,0
826,1566750600,13.875,89.80,23.73,0,123.74,0,0,0,111.00,0
827,1566752400,13.875,98.00,16.26,0,131.00,0,0,0,0,0
828,1566754200,13.875,15.79,175.54,0,68.59,0,0,0,0,0
829,1566756000,13.875,0,54.00,0,0,0,0,0,0,0
830,1566757800,13.875,0,69.29,25.00,0,0,0,0,92.00,29.50
831,1566759600,13.875,0,17.68,113.45,0,0,0,0,0,145.49
832,1566761400,13.875,0,32.15,96.00,0,0,0,0,0,33.00
833,1566763200,13.875,0,0,155.02,0,0,0,0,0,135.97
834,1566765000,13.875,0,0,80.00,98.29,8.13,0,17.30,89.00,64.00
835,1566766800,13.875,0,0,0,18.00,55.62,0,99.34,0,0
836,1566768600,13.875,0,0,0,100.41,74.45,0,76.05,0,0
837,1566770400,13.875,0,0,0,0,110.50,0,102.71,0,0
838,1566772200,13.875,0,0,0,0,79.20,0,128.00,163.00,0
839,1566774000,13.875,0,0,0,0,121.35,0,4.76,0,0
840,1566775800,13.875,0,0,0,0,5.35,0,12.14,0,0
841,1566792000,13.875,6.06,0,0,0,22.83,173.21,68.18,0,0
842,1566793800,13.875,118.09,0,0,38.18,124.45,99.78,44.50,118.00,0
843,1566795600,13.875,80.50,0,0,12.00,126.00,106.25,0,0,0
844,1566797400,13.875,7.51,0,0,29.70,147.17,101.13,0,0,0
845,1566799200,13.875,0,0,0,0,20.92,161.00,0,0,0
846,1566801000,13.875,0,0,74.00,0,86.43,72.38,0,183.00,77.00
847,1566802800,13.875,0,0,116.91,0,64.72,139.09,0,0,172.34
848,1566804600,13.875,0,0,53.00,0,6.36,183.85,0,0,178.00
849,1566806400,13.875,0,0,113.45,0,112.85,164.54,0,0,168.87
850,1566808200,13.875,0,73.48,32.00,96.17,7.26,56.33,0,76.00,87.50
851,1566810000,13.875,0,134.35,0,100.00,27.81,47.38,0,0,0
852,1566811800,13.875,0,118.26,0,22.63,2.66,118.71,0,0,0
853,1566813600,13.875,0,45.00,0,0,0,99.50,0,0,0
854,1566815400,13.875,0,79.45,0,0,0,42.48,51.30,169.00,0
855,1566817200,13.875,0,120.21,0,0,0,6.47,115.79,0,0
856,1566819000,13.875,0,36.74,0,0,0,11.36,116.50,0,0
857,1566820800,13.875,0,0,0,0,0,0,4.76,0,0
858,1566822600,13.875,49.69,0,38.00,43.13,0,0,101.00,45.00,88.50
859,1566824400,13.875,34.00,0,19.92,22.00,0,0,76.08,0,27.71
860,1566826200,13.875,61.52,0,179.00,122.33,0,0,144.81,0,19.00
861,1566828000,13.875,12.99,0,145.49,0,0,0,22.34,0,134.23
862,1566829800,13.875,39.60,0,40.00,0,0,0,17.30,37.00,72.00
863,1566831600,13.875,159.00,0,0,0,0,0,0,0,0
864,1566833400,13.875,64.72,0,0,0,0,0,0,0,0
865,1566835200,13.875,144.63,0,0,0,0,0,0,0,0
866,1566837000,13.875,98.29,37.50,0,55.15,0,0,0,111.00,0
867,1566838800,13.875,2.50,24.04,0,52.00,0,0,0,0,0
868,1566840600,13.875,32.87,156.14,0,10.61,0,0,0,0,0
869,1566842400,13.875,0,118.00,0,0,0,0,0,0,0
870,1566844200,13.875,0,85.00,59.00,0,0,0,0,152.00,2.50
871,1566846000,13.875,0,101.82,168.87,0,0,0,0,0,41.57
872,1566847800,13.875,0,17.60,86.00,0,0,0,0,0,57.00
873,1566849600,13.875,0,0,68.42,0,0,0,0,0,106.52
874,1566851400,13.875,0,0,45.50,33.94,7.67,0,21.94,57.00,18.50
875,1566853200,13.875,0,0,0,117.00,55.31,0,98.75,0,0
876,1566855000,13.875,0,0,0,28.99,60.38,0,19.42,0,0
877,1566856800,13.875,0,0,0,0,32.92,0,3.80,0,0
878,1566858600,13.875,0,0,0,0,119.50,0,145.00,81.00,0
879,1566860400,13.875,0,0,0,0,4.85,0,66.57,0,0
880,1566862200,13.875,0,0,0,0,91.77,0,148.05,0,0
881,1566878400,13.875,42.44,0,0,0,186.41,84.00,5.88,0,0
882,1566880200,13.875,103.94,0,0,96.87,194.57,3.70,38.32,179.00,0
883,1566882000,13.875,41.50,0,0,35.00,194.00,34.77,0,0,0
884,1566883800,13.875,22.52,0,0,127.28,61.24,59.49,0,0,0
885,1566885600,13.875,0,0,0,0,95.11,56.00,0,0,0
886,1566887400,13.875,0,0,92.50,0,16.04,145.74,0,153.00,21.00
887,1566889200,13.875,0,0,84.00,0,13.75,51.19,0,0,5.20
888,1566891000,13.875,0,0,125.00,0,81.32,30.49,0,0,2.00
889,1566892800,13.875,0,0,154.15,0,92.87,11.26,0,0,58.89
890,1566894600,13.875,0,24.11,61.00,35.36,10.90,154.70,0,76.00,28.50
891,1566896400,13.875,0,124.45,0,50.00,27.19,68.59,0,0,0
892,1566898200,13.875,0,72.99,0,18.38,1.10,70.62,0,0,0
893,1566900000,13.875,0,34.00,0,0,0,29.50,0,0,0
894,1566901800,13.875,0,72.99,0,0,0,38.65,32.14,94.00,0
895,1566903600,13.875,0,127.28,0,0,0,47.88,108.15,0,0
896,1566905400,13.875,0,44.77,0,0,0,12.01,111.64,0,0
897,1566907200,13.875,0,0,0,0,0,0,98.91,0,0
898,1566909000,13.875,32.87,0,68.50,98.29,0,0,158.00,161.00,53.00
899,1566910800,13.875,37.50,0,153.29,65.00,0,0,153.12,0,83.14
900,1566912600,13.875,9.19,0,170.00,44.55,0,0,8.09,0,7.00
901,1566914400,13.875,169.74,0,164.54,0,0,0,64.07,0,48.50
902,1566916200,13.875,20.28,0,62.50,0,0,0,4.94,101.00,34.00
903,1566918000,13.875,135.00,0,0,0,0,0,0,0,0
904,1566919800,13.875,127.50,0,0,0,0,0,0,0,0
905,1566921600,13.875,166.28,0,0,0,0,0,0,0,0
906,1566923400,13.875,52.33,63.53,0,138.59,0,0,0,117.00,0
907,1566925200,13.875,65.00,103.24,0,97.00,0,0,0,0,0
908,1566927000,13.875,41.41,147.82,0,23.33,0,0,0,0,0
909,1566928800,13.875,0,155.00,0,0,0,0,0,0,0
910,1566930600,13.875,0,52.66,79.50,0,0,0,0,89.00,28.00
911,1566932400,13.875,0,16.26,160.21,0,0,0,0,0,80.54
912,1566934200,13.875,0,73.09,79.00,0,0,0,0,0,144.00
913,1566936000,13.875,0,0,43.30,0,0,0,0,0,76.21
914,1566937800,13.875,0,0,56.00,140.71,16.58,0,19.16,169.00,98.50
915,1566939600,13.875,0,0,0,9.00,57.48,0,71.71,0,0
916,1566941400,13.875,0,0,0,89.10,88.53,0,38.83,0,0
917,1566943200,13.875,0,0,0,0,76.41,0,153.12,0,0
918,1566945000,13.875,0,0,0,0,48.79,0,154.00,7.00,0
919,1566946800,13.875,0,0,0,0,12.94,0,70.38,0,0
920,1566948600,13.875,0,0,0,0,98.01,0,153.71,0,0
921,1566964800,13.875,2.60,0,0,0,112.22,111.72,101.69,0,0
922,1566966600,13.875,2.12,0,0,114.55,118.52,44.35,40.79,138.00,0
923,1566968400,13.875,73.50,0,0,114.00,178.00,167.11,0,0,0
924,1566970200,13.875,25.36,0,0,93.34,54.32,132.85,0,0,0
925,1566972000,13.875,0,0,0,0,39.94,134.00,0,0,0
926,1566973800,13.875,0,0,45.50,0,115.83,171.52,0,161.00,52.50
927,1566975600,13.875,0,0,98.73,0,72.00,135.23,0,0,148.96
928,1566977400,13.875,0,0,30.00,0,27.58,63.75,0,0,147.00
929,1566979200,13.875,0,0,92.66,0,43.50,81.41,0,0,129.90
930,1566981000,13.875,0,3.06,62.00,93.34,32.69,14.28,0,91.00,0.50
931,1566982800,13.875,0,67.18,0,113.00,35.54,23.33,0,0,0
932,1566984600,13.875,0,182.00,0,2.12,14.70,41.40,0,0,0
933,1566986400,13.875,0,78.00,0,0,0,92.00,0,0,0
934,1566988200,13.875,0,78.53,0,0,0,42.86,0.31,42.00,0
935,1566990000,13.875,0,45.25,0,0,0,27.18,45.85,0,0
936,1566991800,13.875,0,70.41,0,0,0,19.97,137.53,0,0
937,1566993600,13.875,0,0,0,0,0,0,65.62,0,0
938,1566995400,13.875,41.41,0,62.00,20.51,0,0,77.00,78.00,58.50
939,1566997200,13.875,47.50,0,71.01,118.00,0,0,62.77,0,80.54
940,1566999000,13.875,102.53,0,170.00,31.82,0,0,67.15,0,103.00
941,1567000800,13.875,76.21,0,81.41,0,0,0,11.17,0,101.32
942,1567002600,13.875,39.60,0,30.50,0,0,0,41.10,5.00,48.50
943,1567004400,13.875,14.00,0,0,0,0,0,0,0,0
944,1567006200,13.875,127.50,0,0,0,0,0,0,0,0
945,1567008000,13.875,72.75,0,0,0,0,0,0,0,0
946,1567009800,13.875,67.88,22.20,0,55.86,0,0,0,129.00,0
947,1567011600,13.875,69.00,73.54,0,88.00,0,0,0,0,0
948,1567013400,13.875,14.24,133.04,0,7.78,0,0,0,0,0
949,1567015200,13.875,0,92.00,0,0,0,0,0,0,0
950,1567017000,13.875,0,71.14,35.00,0,0,0,0,136.00,36.50
951,1567018800,13.875,0,39.60,56.29,0,0,0,0,0,61.49
952,1567020600,13.875,0,35.21,6.00,0,0,0,0,0,91.00
953,1567022400,13.875,0,0,12.12,0,0,0,0,0,53.69
954,1567024200,13.875,0,0,55.50,75.66,22.84,0,5.87,3.00,69.00
955,1567026000,13.875,0,0,0,140.00,53.46,0,78.18,0,0
956,1567027800,13.875,0,0,0,123.04,31.78,0,50.16,0,0
957,1567029600,13.875,0,0,0,0,0.59,0,134.10,0,0
958,1567031400,13.875,0,0,0,0,15.56,0,197.00,144.00,0
959,1567033200,13.875,0,0,0,0,22.65,0,8.56,0,0
960,1567035000,13.875,0,0,0,0,37.42,0,135.91,0,0
961,1567051200,13.875,103.06,0,0,0,97.01,88.33,115.79,0,0
962,1567053000,13.875,32.53,0,0,85.56,113.58,123.80,58.10,178.00,0
963,1567054800,13.875,57.50,0,0,45.00,191.00,78.24,0,0,0
964,1567056600,13.875,37.01,0,0,47.38,37.53,40.65,0,0,0
965,1567058400,13.875,0,0,0,0,24.73,23.00,0,0,0
966,1567060200,13.875,0,0,94.00,0,94.45,176.48,0,147.00,42.50
967,1567062000,13.875,0,0,76.21,0,62.29,74.38,0,0,118.65
968,1567063800,13.875,0,0,114.00,0,65.76,114.56,0,0,104.00
969,1567065600,13.875,0,0,173.21,0,86.99,145.49,0,0,4.33
970,1567067400,13.875,0,13.39,33.00,122.33,68.10,21.42,0,106.00,77.00
971,1567069200,13.875,0,135.06,0,31.00,7.42,119.50,0,0,0
972,1567071000,13.875,0,151.52,0,62.23,21.28,107.14,0,0,0
973,1567072800,13.875,0,177.00,0,0,0,1.50,0,0,0
974,1567074600,13.875,0,156.14,0,0,0,46.30,38.32,193.00,0
975,1567076400,13.875,0,132.94,0,0,0,26.92,22.92,0,0
976,1567078200,13.875,0,36.74,0,0,0,1.17,134.30,0,0
977,1567080000,13.875,0,0,0,0,0,0,29.48,0,0
978,1567081800,13.875,42.96,0,65.00,28.28,0,0,18.00,125.00,30.00
979,1567083600,13.875,18.00,0,27.71,31.00,0,0,167.39,0,164.54
980,1567085400,13.875,45.25,0,194.00,29.70,0,0,122.16,0,104.00
981,1567087200,13.875,129.90,0,146.36,0,0,0,89.34,0,9.53
982,1567089000,13.875,111.08,0,70.50,0,0,0,12.98,36.00,53.00
983,1567090800,13.875,77.00,0,0,0,0,0,0,0,0
984,1567092600,13.875,78.24,0,0,0,0,0,0,0,0
985,1567094400,13.875,101.32,0,0,0,0,0,0,0,0
986,1567096200,13.875,37.48,56.64,0,137.89,0,0,0,121.00,0
987,1567098000,13.875,16.00,115.26,0,179.00,0,0,0,0,0
988,1567099800,13.875,47.11,172.77,0,77.07,0,0,0,0,0
989,1567101600,13.875,0,54.00,0,0,0,0,0,0,0
990,1567103400,13.875,0,173.69,93.50,0,0,0,0,92.00,98.50
991,1567105200,13.875,0,121.62,134.23,0,0,0,0,0,2.60
992,1567107000,13.875,0,32.53,80.00,0,0,0,0,0,59.00
993,1567108800,13.875,0,0,24.25,0,0,0,0,0,47.63
994,1567110600,13.875,0,0,34.00,24.75,29.25,0,22.56,181.00,88.50
995,1567112400,13.875,0,0,0,34.00,20.09,0,19.40,0,0
996,1567114200,13.875,0,0,0,54.45,0.45,0,135.91,0,0
997,1567116000,13.875,0,0,0,0,57.60,0,120.78,0,0
998,1567117800,13.875,0,0,0,0,33.94,0,46.00,42.00,0
999,1567119600,13.875,0,0,0,0,99.51,0,132.20,0,0
1000,1567121400,13.875,0,0,0,0,17.82,0,30.74,0,0
1001,1567137600,13.875,34.64,0,0,0,112.22,77.94,63.48,0,0
1002,1567139400,13.875,21.21,0,0,112.43,38.52,131.19,57.48,200.00,0
1003,1567141200,13.875,72.00,0,0,82.00,176.00,57.96,0,0,0
1004,1567143000,13.875,4.40,0,0,135.06,157.04,6.94,0,0,0
1005,1567144800,13.875,0,0,0,0,26.63,117.00,0,0,0
1006,1567146600,13.875,0,0,3.00,0,89.10,126.90,0,97.00,68.50
1007,1567148400,13.875,0,0,39.84,0,7.28,193.19,0,0,95.26
1008,1567150200,13.875,0,0,108.00,0,86.27,72.06,0,0,138.00
1009,1567152000,13.875,0,0,89.20,0,84.05,72.75,0,0,161.08
1010,1567153800,13.875,0,69.27,26.50,14.14,24.52,92.03,0,66.00,31.00
1011,1567155600,13.875,0,48.79,0,180.00,30.59,14.85,0,0,0
1012,1567157400,13.875,0,96.08,0,17.68,28.78,53.57,0,0,0
1013,1567159200,13.875,0,79.00,0,0,0,77.50,0,0,0
1014,1567161000,13.875,0,103.47,0,0,0,51.66,7.42,111.00,0
1015,1567162800,13.875,0,102.53,0,0,0,3.62,47.02,0,0
1016,1567164600,13.875,0,61.23,0,0,0,19.19,8.90,0,0
1017,1567166400,13.875,0,0,0,0,0,0,116.03,0,0
1018,1567168200,13.875,14.49,0,66.50,33.23,0,0,25.00,171.00,41.00
1019,1567170000,13.875,74.50,0,5.20,88.00,0,0,51.36,0,71.01
1020,1567171800,13.875,62.23,0,137.00,48.79,0,0,94.65,0,43.00
1021,1567173600,13.875,102.19,0,19.05,0,0,0,19.98,0,150.69
1022,1567175400,13.875,160.34,0,84.00,0,0,0,31.83,125.00,49.50
1023,1567177200,13.875,185.00,0,0,0,0,0,0,0,0
1024,1567179000,13.875,156.48,0,0,0,0,0,0,0,0
1025,1567180800,13.875,59.76,0,0,0,0,0,0,0,0
1026,1567182600,13.875,74.95,35.97,0,72.12,0,0,0,65.00,0
1027,1567184400,13.875,79.50,95.46,0,107.00,0,0,0,0,0
1028,1567186200,13.875,22.52,66.52,0,2.83,0,0,0,0,0
1029,1567188000,13.875,0,94.00,0,0,0,0,0,0,0
1030,1567189800,13.875,0,46.19,29.50,0,0,0,0,140.00,49.00
1031,1567191600,13.875,0,38.18,102.19,0,0,0,0,0,105.66
1032,1567193400,13.875,0,40.18,173.00,0,0,0,0,0,117.00
1033,1567195200,13.875,0,0,145.49,0,0,0,0,0,91.80
1034,1567197000,13.875,0,0,41.00,24.04,23.15,0,17.92,189.00,78.50
1035,1567198800,13.875,0,0,0,99.00,4.33,0,47.61,0,0
1036,1567200600,13.875,0,0,0,47.38,74.91,0,42.07,0,0
1037,1567202400,13.875,0,0,0,0,24.10,0,11.41,0,0
1038,1567204200,13.875,0,0,0,0,9.90,0,50.00,178.00,0
1039,1567206000,13.875,0,0,0,0,92.23,0,183.55,0,0
1040,1567207800,13.875,0,0,0,0,150.58,0,91.42,0,0
1041,1567224000,13.875,107.39,0,0,0,100.81,79.67,81.11,0,0
1042,1567225800,13.875,65.05,0,0,118.09,19.75,30.49,44.50,199.00,0
1043,1567227600,13.875,9.00,0,0,87.00,163.00,152.62,0,0,0
1044,1567229400,13.875,8.54,0,0,122.33,24.69,99.14,0,0,0
1045,1567231200,13.875,0,0,0,0,22.83,193.00,0,0,0
1046,1567233000,13.875,0,0,13.50,0,105.14,178.46,0,54.00,34.00
1047,1567234800,13.875,0,0,21.65,0,27.51,11.59,0,0,128.17
1048,1567236600,13.875,0,0,37.00,0,16.97,120.10,0,0,77.00
1049,1567238400,13.875,0,0,65.82,0,63.48,119.51,0,0,142.89
1050,1567240200,13.875,0,52.04,72.50,129.40,23.15,4.76,0,3.00,44.00
1051,1567242000,13.875,0,94.75,0,193.00,27.19,99.70,0,0,0
1052,1567243800,13.875,0,51.74,0,103.24,4.07,89.49,0,0,0
1053,1567245600,13.875,0,54.00,0,0,0,41.00,0,0,0
1054,1567247400,13.875,0,157.98,0,0,0,4.59,17.30,142.00,0
1055,1567249200,13.875,0,140.71,0,0,0,36.75,61.72,0,0
1056,1567251000,13.875,0,16.46,0,0,0,21.15,125.40,0,0
1057,1567252800,13.875,0,0,0,0,0,0,162.63,0,0
1058,1567254600,13.875,20.45,0,37.00,26.16,0,0,79.00,80.00,46.00
1059,1567256400,13.875,92.50,0,25.98,41.00,0,0,97.01,0,8.66
1060,1567258200,13.875,16.26,0,36.00,25.46,0,0,144.01,0,36.00
1061,1567260000,13.875,13.86,0,132.50,0,0,0,107.56,0,157.62
1062,1567261800,13.875,73.41,0,26.50,0,0,0,18.85,127.00,20.50
1063,1567263600,13.875,45.00,0,0,0,0,0,0,0,0
1064,1567265400,13.875,174.83,0,0,0,0,0,0,0,0
1065,1567267200,13.875,11.26,0,0,0,0,0,0,0,0
1066,1567269000,13.875,140.01,37.89,0,70.00,0,0,0,39.00,0
1067,1567270800,13.875,29.50,45.96,0,115.00,0,0,0,0,0
1068,1567272600,13.875,27.95,118.26,0,64.35,0,0,0,0,0
1069,1567274400,13.875,0,95.00,0,0,0,0,0,0,0
1070,1567276200,13.875,0,74.83,26.00,0,0,0,0,71.00,36.50
1071,1567278000,13.875,0,118.79,25.98,0,0,0,0,0,104.79
1072,1567279800,13.875,0,58.55,65.00,0,0,0,0,0,58.00
1073,1567281600,13.875,0,0,119.51,0,0,0,0,0,38.11
1074,1567283400,13.875,0,0,78.00,46.67,24.09,0,54.70,132.00,49.00
1075,1567285200,13.875,0,0,0,144.00,26.58,0,87.58,0,0
1076,1567287000,13.875,0,0,0,62.23,30.87,0,148.86,0,0
1077,1567288800,13.875,0,0,0,0,89.93,0,58.97,0,0
1078,1567290600,13.875,0,0,0,0,129.40,0,197.00,12.00,0
1079,1567292400,13.875,0,0,0,0,117.31,0,95.11,0,0
1080,1567294200,13.875,0,0,0,0,109.59,0,23.46,0,0
1081,1567310400,13.875,32.04,0,0,0,0.95,109.12,20.57,0,0
1082,1567312200,13.875,96.17,0,0,25.46,60.25,108.09,16.38,16.00,0
1083,1567314000,13.875,26.00,0,0,135.00,81.00,136.20,0,0,0
1084,1567315800,13.875,19.93,0,0,80.61,126.42,177.47,0,0,0
1085,1567317600,13.875,0,0,0,0,157.88,117.00,0,0,0
1086,1567319400,13.875,0,0,44.50,0,166.62,22.80,0,192.00,16.00
1087,1567321200,13.875,0,0,147.22,0,103.55,55.06,0,0,142.03
1088,1567323000,13.875,0,0,155.00,0,110.31,80.38,0,0,119.00
1089,1567324800,13.875,0,0,71.01,0,63.48,115.18,0,0,65.82
1090,1567326600,13.875,0,2.30,15.00,31.11,76.27,7.14,0,35.00,97.50
1091,1567328400,13.875,0,131.52,0,109.00,8.65,33.94,0,0,0
1092,1567330200,13.875,0,151.52,0,135.06,20.18,106.53,0,0,0
1093,1567332000,13.875,0,86.00,0,0,0,54.50,0,0,0
1094,1567333800,13.875,0,77.61,0,0,0,49.75,9.58,151.00,0
1095,1567335600,13.875,0,15.56,0,0,0,7.76,105.80,0,0
1096,1567337400,13.875,0,70.41,0,0,0,21.54,15.37,0,0
1097,1567339200,13.875,0,0,0,0,0,0,2.85,0,0
1098,1567341000,13.875,20.19,0,93.00,118.09,0,0,6.00,22.00,90.50
1099,1567342800,13.875,64.50,0,12.12,54.00,0,0,77.04,0,24.25
1100,1567344600,13.875,19.09,0,93.00,26.87,0,0,16.99,0,151.00
1101,1567346400,13.875,21.65,0,29.44,0,0,0,74.06,0,84.00
1102,1567348200,13.875,169.04,0,76.50,0,0,0,4.02,44.00,58.00
1103,1567350000,13.875,194.00,0,0,0,0,0,0,0,0
1104,1567351800,13.875,151.65,0,0,0,0,0,0,0,0
1105,1567353600,13.875,5.20,0,0,0,0,0,0,0,0
1106,1567355400,13.875,71.42,7.65,0,93.34,0,0,0,161.00,0
1107,1567357200,13.875,30.50,62.93,0,181.00,0,0,0,0,0
1108,1567359000,13.875,35.98,18.48,0,85.56,0,0,0,0,0
1109,1567360800,13.875,0,96.00,0,0,0,0,0,0,0
1110,1567362600,13.875,0,121.95,34.00,0,0,0,0,50.00,17.50
1111,1567364400,13.875,0,88.39,153.29,0,0,0,0,0,71.88
1112,1567366200,13.875,0,50.13,97.00,0,0,0,0,0,167.00
1113,1567368000,13.875,0,0,27.71,0,0,0,0,0,163.68
1114,1567369800,13.875,0,0,62.50,63.64,8.76,0,40.79,25.00,84.50
1115,1567371600,13.875,0,0,0,154.00,41.72,0,21.75,0,0
1116,1567373400,13.875,0,0,0,98.99,75.36,0,97.08,0,0
1117,1567375200,13.875,0,0,0,0,112.27,0,29.48,0,0
1118,1567377000,13.875,0,0,0,0,37.48,0,39.00,54.00,0
1119,1567378800,13.875,0,0,0,0,54.20,0,112.22,0,0
1120,1567380600,13.875,0,0,0,0,16.93,0,127.82,0,0
1121,1567396800,13.875,19.05,0,0,0,28.53,65.82,99.34,0,0
1122,1567398600,13.875,36.06,0,0,23.33,134.33,101.63,32.45,92.00,0
1123,1567400400,13.875,5.00,0,0,73.00,93.00,21.25,0,0,0
1124,1567402200,13.875,11.13,0,0,62.93,2.96,191.35,0,0,0
1125,1567404000,13.875,0,0,0,0,87.50,94.00,0,0,0
1126,1567405800,13.875,0,0,43.00,0,84.65,186.39,0,11.00,90.00
1127,1567407600,13.875,0,0,147.22,0,41.26,74.38,0,0,5.20
1128,1567409400,13.875,0,0,112.00,0,55.15,89.62,0,0,43.00
1129,1567411200,13.875,0,0,18.19,0,94.63,129.04,0,0,98.73
1130,1567413000,13.875,0,36.74,42.50,45.25,59.02,113.45,0,200.00,37.50
1131,1567414800,13.875,0,31.82,0,112.00,25.03,24.75,0,0,0
1132,1567416600,13.875,0,116.41,0,21.21,31.13,56.61,0,0,0
1133,1567418400,13.875,0,22.00,0,0,0,7.00,0,0,0
1134,1567420200,13.875,0,68.37,0,0,0,59.32,36.46,97.00,0
1135,1567422000,13.875,0,39.60,0,0,0,34.94,16.46,0,0
1136,1567423800,13.875,0,61.99,0,0,0,18.14,131.87,0,0
1137,1567425600,13.875,0,0,0,0,0,0,109.37,0,0
1138,1567427400,13.875,0.78,0,56.50,35.36,0,0,30.00,46.00,95.50
1139,1567429200,13.875,50.50,0,148.09,134.00,0,0,113.18,0,80.54
1140,1567431000,13.875,127.99,0,40.00,38.18,0,0,8.90,0,109.00
1141,1567432800,13.875,134.23,0,1.73,0,0,0,78.18,0,19.05
1142,1567434600,13.875,190.29,0,48.50,0,0,0,27.50,138.00,26.00
1143,1567436400,13.875,200.00,0,0,0,0,0,0,0,0
1144,1567438200,13.875,119.77,0,0,0,0,0,0,0,0
1145,1567440000,13.875,52.83,0,0,0,0,0,0,0,0
1146,1567441800,13.875,86.97,72.71,0,43.84,0,0,0,35.00,0
1147,1567443600,13.875,94.00,57.28,0,131.00,0,0,0,0,0
1148,1567445400,13.875,30.28,97.01,0,94.75,0,0,0,0,0
1149,1567447200,13.875,0,174.00,0,0,0,0,0,0,0
1150,1567449000,13.875,0,80.38,36.00,0,0,0,0,112.00,44.00
1151,1567450800,13.875,0,117.38,32.91,0,0,0,0,0,138.56
1152,1567452600,13.875,0,35.59,169.00,0,0,0,0,0,198.00
1153,1567454400,13.875,0,0,40.70,0,0,0,0,0,31.18
1154,1567456200,13.875,0,0,28.00,52.33,11.89,0,38.32,178.00,93.50
1155,1567458000,13.875,0,0,0,47.00,27.81,0,34.68,0,0
1156,1567459800,13.875,0,0,0,109.60,82.63,0,73.62,0,0
1157,1567461600,13.875,0,0,0,0,77.59,0,173.09,0,0
1158,1567463400,13.875,0,0,0,0,22.63,0,156.00,49.00,0
1159,1567465200,13.875,0,0,0,0,29.12,0,85.60,0,0
1160,1567467000,13.875,0,0,0,0,34.75,0,75.24,0,0
1161,1567483200,13.875,118.65,0,0,0,136.95,128.17,85.82,0,0
